LOG FORMAT | segmentation_LOSS mIoU Acc | depth_LOSS AbsErr RelErr | TIME
Epoch: 0038 | TRAIN: 0.1164 0.7348 0.9549 | 0.0142 0.0142 0.1849 | Time: 138.9939 | VAL: 0.2007 0.6540 0.9348 | 0.0200 0.0200 0.6021 | Time: 3.7128 | TEST: 0.6941 0.5147 0.8035 | 0.1252 0.1255 292.7314 | Time: 4.5795
Epoch: 0039 | TRAIN: 0.1143 0.7374 0.9557 | 0.0140 0.0140 0.1897 | Time: 139.5308 | VAL: 0.2004 0.6554 0.9352 | 0.0186 0.0186 0.3661 | Time: 3.7438 | TEST: 0.6865 0.5131 0.8029 | 0.1190 0.1193 290.4552 | Time: 4.6285
Epoch: 0040 | TRAIN: 0.1131 0.7387 0.9561 | 0.0140 0.0140 0.1857 | Time: 141.8714 | VAL: 0.2006 0.6601 0.9347 | 0.0168 0.0168 0.2804 | Time: 4.0051 | TEST: 0.6623 0.5291 0.8176 | 0.1337 0.1341 302.4534 | Time: 4.4350
Epoch: 0041 | TRAIN: 0.1161 0.7360 0.9551 | 0.0141 0.0141 0.1854 | Time: 138.5086 | VAL: 0.2022 0.6528 0.9350 | 0.0185 0.0185 0.4539 | Time: 3.8830 | TEST: 0.6866 0.5199 0.8034 | 0.1316 0.1320 309.8808 | Time: 4.4151
Epoch: 0042 | TRAIN: 0.1123 0.7405 0.9563 | 0.0141 0.0141 0.1864 | Time: 136.6093 | VAL: 0.2017 0.6585 0.9347 | 0.0178 0.0178 0.3001 | Time: 4.2219 | TEST: 0.7345 0.5113 0.7957 | 0.1239 0.1242 292.4289 | Time: 5.2712
Epoch: 0043 | TRAIN: 0.1109 0.7420 0.9568 | 0.0135 0.0135 0.1744 | Time: 139.3621 | VAL: 0.2044 0.6549 0.9352 | 0.0172 0.0172 0.2816 | Time: 4.7410 | TEST: 0.6607 0.5277 0.8167 | 0.1166 0.1169 282.6745 | Time: 5.6692
Epoch: 0044 | TRAIN: 0.1100 0.7432 0.9570 | 0.0135 0.0135 0.1763 | Time: 141.8795 | VAL: 0.2031 0.6504 0.9358 | 0.0174 0.0174 0.3786 | Time: 3.5489 | TEST: 0.6026 0.5378 0.8365 | 0.1331 0.1334 298.2428 | Time: 4.4422
Epoch: 0045 | TRAIN: 0.1101 0.7425 0.9570 | 0.0136 0.0136 0.1799 | Time: 140.3580 | VAL: 0.2018 0.6568 0.9345 | 0.0179 0.0179 0.3384 | Time: 3.7007 | TEST: 0.6734 0.5209 0.8071 | 0.1244 0.1248 291.3547 | Time: 4.4671
Epoch: 0046 | TRAIN: 0.1091 0.7450 0.9573 | 0.0134 0.0134 0.1784 | Time: 142.4115 | VAL: 0.2012 0.6590 0.9352 | 0.0161 0.0161 0.2062 | Time: 3.5796 | TEST: 0.6616 0.5233 0.8112 | 0.1360 0.1364 294.4752 | Time: 4.4986
Epoch: 0047 | TRAIN: 0.1084 0.7457 0.9576 | 0.0136 0.0136 0.1789 | Time: 141.8953 | VAL: 0.2071 0.6535 0.9336 | 0.0174 0.0174 0.2047 | Time: 3.6031 | TEST: 0.6050 0.5395 0.8312 | 0.1178 0.1182 277.5471 | Time: 4.3961
Epoch: 0048 | TRAIN: 0.1165 0.7359 0.9546 | 0.0146 0.0146 0.1995 | Time: 140.3811 | VAL: 0.2021 0.6594 0.9348 | 0.0167 0.0167 0.2308 | Time: 4.2812 | TEST: 0.5824 0.5466 0.8386 | 0.1466 0.1471 324.3409 | Time: 5.1298
Epoch: 0049 | TRAIN: 0.1104 0.7425 0.9567 | 0.0143 0.0143 0.1811 | Time: 136.1901 | VAL: 0.1985 0.6549 0.9350 | 0.0183 0.0183 0.3833 | Time: 3.5033 | TEST: 0.6004 0.5385 0.8370 | 0.1424 0.1429 304.2305 | Time: 6.0071

